stat.question_id,stat.frontend_question_id,stat.question__title,stat.question__title_slug,stat.total_acs,stat.total_submitted
669,669,Trim a Binary Search Tree,trim-a-binary-search-tree,292515,441468
667,667,Beautiful Arrangement II,beautiful-arrangement-ii,53671,89185
665,665,Non-decreasing Array,non-decreasing-array,261946,1060791
662,662,Maximum Width of Binary Tree,maximum-width-of-binary-tree,370644,862339
659,659,Split Array into Consecutive Subsequences,split-array-into-consecutive-subsequences,129709,254023
658,658,Find K Closest Elements,find-k-closest-elements,540652,1140636
655,655,Print Binary Tree,print-binary-tree,67849,106658
654,654,Maximum Binary Tree,maximum-binary-tree,291245,341294
652,652,Find Duplicate Subtrees,find-duplicate-subtrees,260850,438975
650,650,2 Keys Keyboard,2-keys-keyboard,134218,248115
649,649,Dota2 Senate,dota2-senate,142921,300568
648,648,Replace Words,replace-words,138077,219591
647,647,Palindromic Substrings,palindromic-substrings,804523,1147131
646,646,Maximum Length of Pair Chain,maximum-length-of-pair-chain,232675,388675
640,640,Solve the Equation,solve-the-equation,39335,89937
638,638,Shopping Offers,shopping-offers,60567,116163
636,636,Exclusive Time of Functions,exclusive-time-of-functions,218079,350408
633,633,Sum of Square Numbers,sum-of-square-numbers,199913,588630
626,626,Exchange Seats,exchange-seats,209905,301503
623,623,Add One Row to Tree,add-one-row-to-tree,271674,424376
621,621,Task Scheduler,task-scheduler,625679,1044266
611,611,Valid Triangle Number,valid-triangle-number,194121,379517
609,609,Find Duplicate File in System,find-duplicate-file-in-system,151283,223682
608,608,Tree Node,tree-node,156897,217252
606,606,Construct String from Binary Tree,construct-string-from-binary-tree,317724,459068
602,602,Friend Requests II: Who Has the Most Friends,friend-requests-ii-who-has-the-most-friends,126024,220090
593,593,Valid Square,valid-square,107824,245021
592,592,Fraction Addition and Subtraction,fraction-addition-and-subtraction,35854,67380
585,585,Investments in 2016,investments-in-2016,103816,218049
583,583,Delete Operation for Two Strings,delete-operation-for-two-strings,247625,402291
581,581,Shortest Unsorted Continuous Subarray,shortest-unsorted-continuous-subarray,327037,887476
576,576,Out of Boundary Paths,out-of-boundary-paths,206117,428835
570,570,Managers with at Least 5 Direct Reports,managers-with-at-least-5-direct-reports,317194,630138
567,567,Permutation in String,permutation-in-string,850000,1915392
565,565,Array Nesting,array-nesting,130089,230875
560,560,Subarray Sum Equals K,subarray-sum-equals-k,1231827,2825033
556,556,Next Greater Element III,next-greater-element-iii,152504,447836
554,554,Brick Wall,brick-wall,138221,252097
553,553,Optimal Division,optimal-division,40054,65963
547,547,Number of Provinces,number-of-provinces,876460,1324328
542,542,01 Matrix,01-matrix,555069,1146014
540,540,Single Element in a Sorted Array,single-element-in-a-sorted-array,633617,1072792
539,539,Minimum Time Difference,minimum-time-difference,147143,258916
538,538,Convert BST to Greater Tree,convert-bst-to-greater-tree,293453,425191
537,537,Complex Number Multiplication,complex-number-multiplication,95089,132458
535,535,Encode and Decode TinyURL,encode-and-decode-tinyurl,257981,298691
532,532,K-diff Pairs in an Array,k-diff-pairs-in-an-array,336461,786137
529,529,Minesweeper,minesweeper,156814,235354
528,1721,Swapping Nodes in a Linked List,swapping-nodes-in-a-linked-list,331288,487411
526,526,Beautiful Arrangement,beautiful-arrangement,173292,269722
525,525,Contiguous Array,contiguous-array,449365,918528
524,524,Longest Word in Dictionary through Deleting,longest-word-in-dictionary-through-deleting,154123,301109
523,523,Continuous Subarray Sum,continuous-subarray-sum,457423,1581086
522,522,Longest Uncommon Subsequence II,longest-uncommon-subsequence-ii,51812,125115
518,518,Coin Change II,coin-change-ii,611760,957861
516,516,Longest Palindromic Subsequence,longest-palindromic-subsequence,481374,769034
515,515,Find Largest Value in Each Tree Row,find-largest-value-in-each-tree-row,341334,519798
513,513,Find Bottom Left Tree Value,find-bottom-left-tree-value,356166,500706
508,508,Most Frequent Subtree Sum,most-frequent-subtree-sum,141344,212969
503,503,Next Greater Element II,next-greater-element-ii,393680,616483
498,498,Diagonal Traverse,diagonal-traverse,299779,497528
494,494,Target Sum,target-sum,589507,1258767
491,491,Non-decreasing Subsequences,non-decreasing-subsequences,167203,275479
486,486,Predict the Winner,predict-the-winner,233011,420486
481,481,Magical String,magical-string,36460,71086
477,477,Total Hamming Distance,total-hamming-distance,108548,206230
475,475,Heaters,heaters,117260,309756
474,474,Ones and Zeroes,ones-and-zeroes,202196,424812
473,473,Matchsticks to Square,matchsticks-to-square,163062,405020
468,468,Validate IP Address,validate-ip-address,160667,594680
467,467,Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,44438,112019
464,464,Can I Win,can-i-win,94736,319083
462,462,Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,180066,299604
457,457,Circular Array Loop,circular-array-loop,80377,236199
456,456,132 Pattern,132-pattern,256537,760174
454,454,4Sum II,4sum-ii,324481,566715
453,453,Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,171289,301909
452,452,Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,513638,871327
451,451,Sort Characters By Frequency,sort-characters-by-frequency,730092,1006222
450,450,Delete Node in a BST,delete-node-in-a-bst,495190,966562
449,449,Serialize and Deserialize BST,serialize-and-deserialize-bst,234950,407432
447,447,Number of Boomerangs,number-of-boomerangs,99927,180262
445,445,Add Two Numbers II,add-two-numbers-ii,472165,772206
443,443,String Compression,string-compression,571184,1049062
442,442,Find All Duplicates in an Array,find-all-duplicates-in-an-array,765473,1011437
438,438,Find All Anagrams in a String,find-all-anagrams-in-a-string,871333,1711322
437,437,Path Sum III,path-sum-iii,556897,1201803
436,436,Find Right Interval,find-right-interval,113147,217207
435,435,Non-overlapping Intervals,non-overlapping-intervals,562487,1055890
433,433,Minimum Genetic Mutation,minimum-genetic-mutation,163582,304502
424,424,Longest Repeating Character Replacement,longest-repeating-character-replacement,724855,1344842
423,423,Reconstruct Original Digits from English,reconstruct-original-digits-from-english,79987,156581
421,421,Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,160394,301215
419,419,Battleships in a Board,battleships-in-a-board,206597,274083
417,417,Pacific Atlantic Water Flow,pacific-atlantic-water-flow,463986,839886
416,416,Partition Equal Subset Sum,partition-equal-subset-sum,820605,1772514
413,413,Arithmetic Slices,arithmetic-slices,305964,470375
406,406,Queue Reconstruction by Height,queue-reconstruction-by-height,301437,410348
402,402,Remove K Digits,remove-k-digits,479730,1429786
400,400,Nth Digit,nth-digit,96453,277116
399,399,Evaluate Division,evaluate-division,465139,754210
398,398,Random Pick Index,random-pick-index,223812,353496
397,397,Integer Replacement,integer-replacement,117562,328964
396,396,Rotate Function,rotate-function,85313,200457
395,395,Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,223056,495873
394,394,Decode String,decode-string,797711,1347916
393,393,UTF-8 Validation,utf-8-validation,123049,272528
390,390,Elimination Game,elimination-game,71340,156080
388,388,Longest Absolute File Path,longest-absolute-file-path,154280,325797
386,386,Lexicographical Numbers,lexicographical-numbers,121581,190186
385,385,Mini Parser,mini-parser,57022,149423
384,384,Shuffle an Array,shuffle-an-array,334936,574294
382,382,Linked List Random Node,linked-list-random-node,241975,383016
380,380,Insert Delete GetRandom O(1),insert-delete-getrandom-o1,904472,1661907
378,378,Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,612390,980467
377,377,Combination Sum IV,combination-sum-iv,481699,889464
376,376,Wiggle Subsequence,wiggle-subsequence,244766,504352
375,375,Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,123085,251202
373,373,Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,293797,735406
372,372,Super Pow,super-pow,71014,201887
371,371,Sum of Two Integers,sum-of-two-integers,477232,919873
368,368,Largest Divisible Subset,largest-divisible-subset,291051,642888
365,365,Water and Jug Problem,water-and-jug-problem,101412,250175
357,357,Count Numbers with Unique Digits,count-numbers-with-unique-digits,137830,260094
355,355,Design Twitter,design-twitter,175950,445839
347,347,Top K Frequent Elements,top-k-frequent-elements,2098885,3343669
343,343,Integer Break,integer-break,356644,591035
341,341,Flatten Nested List Iterator,flatten-nested-list-iterator,449208,696561
337,337,House Robber III,house-robber-iii,380158,700688
334,334,Increasing Triplet Subsequence,increasing-triplet-subsequence,562120,1410005
331,331,Verify Preorder Serialization of a Binary Tree,verify-preorder-serialization-of-a-binary-tree,140719,311162
328,328,Odd Even Linked List,odd-even-linked-list,916020,1492056
324,324,Wiggle Sort II,wiggle-sort-ii,158530,461536
322,322,Coin Change,coin-change,1774880,4036776
319,319,Bulb Switcher,bulb-switcher,218161,413363
318,318,Maximum Product of Word Lengths,maximum-product-of-word-lengths,216541,360931
316,316,Remove Duplicate Letters,remove-duplicate-letters,332078,668557
313,313,Super Ugly Number,super-ugly-number,128107,283189
310,310,Minimum Height Trees,minimum-height-trees,369901,886030
309,309,Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,504610,867928
307,307,Range Sum Query - Mutable,range-sum-query-mutable,269275,657416
306,306,Additive Number,additive-number,90001,285103
304,304,Range Sum Query 2D - Immutable,range-sum-query-2d-immutable,365649,669616
300,300,Longest Increasing Subsequence,longest-increasing-subsequence,1668136,3012249
299,299,Bulls and Cows,bulls-and-cows,373638,742993
289,289,Game of Life,game-of-life,467302,675738
287,287,Find the Duplicate Number,find-the-duplicate-number,1724343,2835841
284,284,Peeking Iterator,peeking-iterator,219986,369610
279,279,Perfect Squares,perfect-squares,849380,1549597
275,275,H-Index II,h-index-ii,203814,534423
274,274,H-Index,h-index,457905,1174768
264,264,Ugly Number II,ugly-number-ii,340879,737968
260,260,Single Number III,single-number-iii,349967,511613
241,241,Different Ways to Add Parentheses,different-ways-to-add-parentheses,219183,334918
240,240,Search a 2D Matrix II,search-a-2d-matrix-ii,924656,1755735
238,238,Product of Array Except Self,product-of-array-except-self,2605913,3933862
237,237,Delete Node in a Linked List,delete-node-in-a-linked-list,1384277,1736495
236,236,Lowest Common Ancestor of a Binary Tree,lowest-common-ancestor-of-a-binary-tree,1619974,2600991
235,235,Lowest Common Ancestor of a Binary Search Tree,lowest-common-ancestor-of-a-binary-search-tree,1487319,2295411
230,230,Kth Smallest Element in a BST,kth-smallest-element-in-a-bst,1418921,1955251
229,229,Majority Element II,majority-element-ii,674803,1310367
227,227,Basic Calculator II,basic-calculator-ii,630684,1444506
223,223,Rectangle Area,rectangle-area,222333,481054
221,221,Maximal Square,maximal-square,680079,1459537
216,216,Combination Sum III,combination-sum-iii,508856,730091
215,215,Kth Largest Element in an Array,kth-largest-element-in-an-array,2287661,3426456
213,213,House Robber II,house-robber-ii,749777,1785324
211,211,Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,633902,1400272
210,210,Course Schedule II,course-schedule-ii,1026623,2033466
209,209,Minimum Size Subarray Sum,minimum-size-subarray-sum,1035261,2196992
208,208,Implement Trie (Prefix Tree),implement-trie-prefix-tree,1031370,1582006
207,207,Course Schedule,course-schedule,1554400,3323398
204,204,Count Primes,count-primes,860577,2560767
201,201,Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,391262,834011
200,200,Number of Islands,number-of-islands,2719334,4569501
199,199,Binary Tree Right Side View,binary-tree-right-side-view,1300382,2060715
198,198,House Robber,house-robber,2193490,4299014
194,194,Transpose File,transpose-file,25638,97305
192,192,Word Frequency,word-frequency,50869,197465
189,189,Rotate Array,rotate-array,2138713,5266737
187,187,Repeated DNA Sequences,repeated-dna-sequences,377346,771204
184,184,Department Highest Salary,department-highest-salary,383617,741557
180,180,Consecutive Numbers,consecutive-numbers,369781,794976
179,179,Largest Number,largest-number,473225,1307408
178,178,Rank Scores,rank-scores,387871,622005
177,177,Nth Highest Salary,nth-highest-salary,392002,1032564
176,176,Second Highest Salary,second-highest-salary,859319,2125056
173,173,Binary Search Tree Iterator,binary-search-tree-iterator,783800,1087551
172,172,Factorial Trailing Zeroes,factorial-trailing-zeroes,448246,1033867
167,167,Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,2010490,3278533
166,166,Fraction to Recurring Decimal,fraction-to-recurring-decimal,227046,906135
165,165,Compare Version Numbers,compare-version-numbers,487794,1200014
164,164,Maximum Gap,maximum-gap,210456,457358
162,162,Find Peak Element,find-peak-element,1359484,2957640
155,155,Min Stack,min-stack,1660814,3063684
153,153,Find Minimum in Rotated Sorted Array,find-minimum-in-rotated-sorted-array,1779430,3531000
152,152,Maximum Product Subarray,maximum-product-subarray,1263798,3601108
151,151,Reverse Words in a String,reverse-words-in-a-string,1500046,3528623
150,150,Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,1039375,2018464
148,148,Sort List,sort-list,785246,1354522
147,147,Insertion Sort List,insertion-sort-list,370051,689930
146,146,LRU Cache,lru-cache,1629138,3833599
143,143,Reorder List,reorder-list,982375,1671900
142,142,Linked List Cycle II,linked-list-cycle-ii,1285370,2503259
139,139,Word Break,word-break,1670800,3569381
138,138,Copy List with Random Pointer,copy-list-with-random-pointer,1244517,2214750
137,137,Single Number II,single-number-ii,581736,928036
134,134,Gas Station,gas-station,799555,1756710
133,133,Clone Graph,clone-graph,1232513,2146960
131,131,Palindrome Partitioning,palindrome-partitioning,798067,1180423
130,130,Surrounded Regions,surrounded-regions,699291,1771211
129,129,Sum Root to Leaf Numbers,sum-root-to-leaf-numbers,876458,1331077
128,128,Longest Consecutive Sequence,longest-consecutive-sequence,1743017,3686806
122,122,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,1886961,2837289
120,120,Triangle,triangle,749993,1325175
117,117,Populating Next Right Pointers in Each Node II,populating-next-right-pointers-in-each-node-ii,629423,1197573
116,116,Populating Next Right Pointers in Each Node,populating-next-right-pointers-in-each-node,1040333,1658209
114,114,Flatten Binary Tree to Linked List,flatten-binary-tree-to-linked-list,943889,1452946
113,113,Path Sum II,path-sum-ii,854442,1460468
109,109,Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,525903,848575
107,107,Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,645538,1017446
106,106,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,636427,1011803
105,105,Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,1221558,1910274
103,103,Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,1163541,1973126
102,102,Binary Tree Level Order Traversal,binary-tree-level-order-traversal,2223478,3306236
99,99,Recover Binary Search Tree,recover-binary-search-tree,452151,850475
98,98,Validate Binary Search Tree,validate-binary-search-tree,2328992,7066537
97,97,Interleaving String,interleaving-string,520089,1299923
96,96,Unique Binary Search Trees,unique-binary-search-trees,657917,1077630
95,95,Unique Binary Search Trees II,unique-binary-search-trees-ii,450577,779686
93,93,Restore IP Addresses,restore-ip-addresses,457209,914808
92,92,Reverse Linked List II,reverse-linked-list-ii,861810,1806624
91,91,Decode Ways,decode-ways,1249096,3577306
90,90,Subsets II,subsets-ii,911184,1590116
89,89,Gray Code,gray-code,297260,501826
86,86,Partition List,partition-list,619765,1100822
82,82,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,732120,1541372
81,81,Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,716940,1902618
80,80,Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,946941,1623317
79,79,Word Search,word-search,1670191,3902036
78,78,Subsets,subsets,1835872,2368125
77,77,Combinations,combinations,897070,1273641
75,75,Sort Colors,sort-colors,1917122,3076610
74,74,Search a 2D Matrix,search-a-2d-matrix,1762460,3516139
73,73,Set Matrix Zeroes,set-matrix-zeroes,1393111,2501529
72,72,Edit Distance,edit-distance,853242,1511120
71,71,Simplify Path,simplify-path,752188,1769408
64,64,Minimum Path Sum,minimum-path-sum,1160738,1816023
63,63,Unique Paths II,unique-paths-ii,924457,2223350
62,62,Unique Paths,unique-paths,1812465,2818217
61,61,Rotate List,rotate-list,950453,2516097
59,59,Spiral Matrix II,spiral-matrix-ii,571451,803452
57,57,Insert Interval,insert-interval,1104391,2659802
56,56,Merge Intervals,merge-intervals,2373649,5013160
55,55,Jump Game,jump-game,1883760,4892205
54,54,Spiral Matrix,spiral-matrix,1409050,2845200
53,53,Maximum Subarray,maximum-subarray,3865376,7610368
50,50,"Pow(x, n)",powx-n,1644260,4720592
49,49,Group Anagrams,group-anagrams,2855934,4165115
48,48,Rotate Image,rotate-image,1694312,2277928
47,47,Permutations II,permutations-ii,924562,1560127
46,46,Permutations,permutations,2060963,2629812
45,45,Jump Game II,jump-game-ii,1230799,3041874
43,43,Multiply Strings,multiply-strings,793937,1963406
40,40,Combination Sum II,combination-sum-ii,967186,1772873
39,39,Combination Sum,combination-sum,1922150,2688876
38,38,Count and Say,count-and-say,923616,1675402
36,36,Valid Sudoku,valid-sudoku,1509109,2528391
34,34,Find First and Last Position of Element in Sorted Array,find-first-and-last-position-of-element-in-sorted-array,2026313,4573345
33,33,Search in Rotated Sorted Array,search-in-rotated-sorted-array,2720482,6672897
31,31,Next Permutation,next-permutation,1337464,3348105
29,29,Divide Two Integers,divide-two-integers,739937,4233311
24,24,Swap Nodes in Pairs,swap-nodes-in-pairs,1361541,2114074
22,22,Generate Parentheses,generate-parentheses,1815508,2434231
19,19,Remove Nth Node From End of List,remove-nth-node-from-end-of-list,2707368,5967251
18,18,4Sum,4sum,951084,2622311
17,17,Letter Combinations of a Phone Number,letter-combinations-of-a-phone-number,2018237,3337354
16,16,3Sum Closest,3sum-closest,1219235,2660820
15,15,3Sum,3sum,3519059,10191366
12,12,Integer to Roman,integer-to-roman,1304015,2012703
11,11,Container With Most Water,container-with-most-water,2937518,5314016
8,8,String to Integer (atoi),string-to-integer-atoi,1527955,8850975
7,7,Reverse Integer,reverse-integer,3200290,11184256
6,6,Zigzag Conversion,zigzag-conversion,1329034,2768821
5,5,Longest Palindromic Substring,longest-palindromic-substring,3047723,8999819
3,3,Longest Substring Without Repeating Characters,longest-substring-without-repeating-characters,5751307,16529776
2,2,Add Two Numbers,add-two-numbers,4548318,10612053
